pdb_id,chain,res_start,res_end,uniprot_id,target_length,mapped_length,uniprot_name,organism,gene_name,entry_status,belongs_to,mapped_class,mapped_superclass,binder,ligand
6ULI,A,1,179,C1K0Y1,179,366,HLA class I antigen,Homo sapiens,HLA-C,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2NX5,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
7LG2,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6GGM,A,1,179,P13747,179,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
1CG9,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5ENW,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7S8Q,A,1,180,U5YJK1,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3WL9,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1S9Y,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2CLR,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5IUE,A,1,179,P30511,179,346,"HLA class I histocompatibility antigen, alpha chain F",Homo sapiens,HLA-F,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
3MGT,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5F9J,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3OX8,A,1,180,Q2LC95,180,365,HLA class I histocompatibility antigen A alpha chain,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1E27,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3FT2,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3FQW,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1T20,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3C9N,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
4WU5,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2BVP,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7KGS,A,1,180,Q861F7,180,341,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4NQV,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6AEE,A,1,179,P17693,179,338,"HLA class I histocompatibility antigen, alpha chain G",Homo sapiens,HLA-G,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
6JP3,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5HGA,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1HHG,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7N2R,A,1,180,A3F718,180,296,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
4JFF,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5NMK,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1MHE,A,1,178,P13747,178,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
6GH4,A,1,179,P13747,179,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
8RYM,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5D9S,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7LG3,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6MPP,A,1,179,P04439,179,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3VXN,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8RLT,A,1,179,P13747,179,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,yes,yes
8ENH,A,1,179,F4NBT2,179,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7N1B,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8RH6,A,1,180,Q5S3G3,180,365,HLA class I histocompatibility antigen A alpha chain,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7SA2,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8RNG,A,1,180,S6AU73,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5IM7,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6D2B,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7S8F,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7KGP,A,1,180,Q861F7,180,341,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1EEY,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7N1E,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
2X4N,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5W1V,A,1,178,P13747,178,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,yes,yes
8ROP,A,1,180,S6AU73,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8RHQ,A,1,177,Q5S3G3,177,365,HLA class I histocompatibility antigen A alpha chain,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7S79,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6P2S,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
4F7T,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7WT4,A,2,181,A0A5H2UYS3,180,367,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5JHD,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
1QVO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1QEW,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4O2C,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
2F53,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7S7F,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7KGQ,A,1,180,Q861F7,180,341,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3O3B,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1S9X,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2UWE,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6VB1,A,1,180,F4NBQ8,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5HGD,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8RYQ,A,1,180,A0A583ZB34,180,371,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
1LP9,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6TDQ,A,1,180,F6IQS1,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7RZD,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3REW,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7WKJ,A,1,180,A0A6M6CC39,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5ISZ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6AVF,H,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
5WJN,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8RYP,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8XFZ,A,1,180,A0A0G2JPD3,180,394,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6GL1,A,1,179,P13747,179,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
6UZQ,A,1,180,D9J307,180,362,HLA class I histocompatibility antigen B alpha chain,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1QRN,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6MT4,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5EU3,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8E13,A,1,179,Q5SS57,179,362,HLA class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5FDW,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6TDR,A,1,180,F6IQS1,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,no
6UZS,A,1,180,D9J307,180,362,HLA class I histocompatibility antigen B alpha chain,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3FQX,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6VM9,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3FT4,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6AM5,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8RYN,A,1,180,A0A583ZB34,180,371,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8ROO,A,1,180,S6AU73,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6PAG,A,1,179,P10321,179,366,"HLA class I histocompatibility antigen, C alpha chain",Homo sapiens,HLA-C,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
4NO5,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5HYJ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5W69,A,1,179,P10321,179,366,"HLA class I histocompatibility antigen, C alpha chain",Homo sapiens,HLA-C,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7MKB,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6ID4,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7NMF,A,1,180,A0A5H2UYS3,180,367,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8EB2,A,1,180,A0A140T9X5,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8DVG,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8GON,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
